id,organization,sector,region,country,annual_consumption_mwh,current_renewable_pct,grid_carbon_intensity_gco2_kwh,esg_pressure,contract_renewal_months,data_quality,lead_score,tier,buying_stage,estimated_annual_opportunity_value,recommended_offering,rationale,esg_pressure_label
SYN-001063,China Steel Mill 1063,Steel,China,China,18466010.6,6.8,527.7,0.564,6.5,synthetic,76.07,A,Evaluating,42058185.74,Corporate PPA,"18,466,011 MWh/yr; 93% decarbonization gap; grid 528 gCO2/kWh; evaluating (~6 mo to renewal); ESG pressure medium.",Medium
SYN-005149,India Cloud Campus 5149,Data Center / Hyperscaler,India,India,16955201.8,21.3,750.9,0.412,25.5,synthetic,76.06,A,Early / Long Horizon,79781006.55,Corporate PPA,"16,955,202 MWh/yr; 79% decarbonization gap; grid 751 gCO2/kWh; early / long horizon (~26 mo to renewal); ESG pressure medium.",Medium
SYN-006491,India Foundry 6491,Semiconductor,India,India,20502577.1,11.2,676.7,0.55,30.2,synthetic,76.05,A,Early / Long Horizon,82633586.74,Corporate PPA,"20,502,577 MWh/yr; 89% decarbonization gap; grid 677 gCO2/kWh; early / long horizon (~30 mo to renewal); ESG pressure medium.",Medium
SYN-003301,China Wafer Fab 3301,Semiconductor,China,China,11334383.5,17.8,583.1,0.609,12.1,synthetic,76.04,A,Evaluating,43213470.53,Corporate PPA,"11,334,384 MWh/yr; 82% decarbonization gap; grid 583 gCO2/kWh; evaluating (~12 mo to renewal); ESG pressure medium.",Medium
SYN-005190,India Metalworks 5190,Steel,India,India,9793732.3,11.4,713.4,0.525,5.7,synthetic,76.03,A,In Renewal Window,21495283.65,Corporate PPA,"9,793,732 MWh/yr; 89% decarbonization gap; grid 713 gCO2/kWh; in renewal window (~6 mo to renewal); ESG pressure medium.",Medium
SYN-002096,China Steel Mill 2096,Steel,China,China,27641307.7,5.4,624.0,0.527,19.5,synthetic,75.98,A,Early / Long Horizon,63652403.37,Corporate PPA,"27,641,308 MWh/yr; 95% decarbonization gap; grid 624 gCO2/kWh; early / long horizon (~20 mo to renewal); ESG pressure medium.",Medium
SYN-002619,India Chemical Park 2619,Chemicals,India,India,8812222.8,6.6,704.8,0.425,7.5,synthetic,75.97,A,Evaluating,26803256.87,Corporate PPA,"8,812,223 MWh/yr; 93% decarbonization gap; grid 705 gCO2/kWh; evaluating (~8 mo to renewal); ESG pressure medium.",Medium
SYN-003445,India Semiconductor Works 3445,Semiconductor,India,India,15411832.9,37.0,761.4,0.537,13.8,synthetic,75.97,A,Evaluating,48994216.79,Corporate PPA,"15,411,833 MWh/yr; 63% decarbonization gap; grid 761 gCO2/kWh; evaluating (~14 mo to renewal); ESG pressure medium.",Medium
SYN-004028,India Steel Mill 4028,Steel,India,India,19357359.5,18.8,773.2,0.473,12.4,synthetic,75.96,A,Evaluating,39907132.35,Corporate PPA,"19,357,360 MWh/yr; 81% decarbonization gap; grid 773 gCO2/kWh; evaluating (~12 mo to renewal); ESG pressure medium.",Medium
SYN-007458,East Asia Distribution Retail 7458,Retail / E-commerce,East Asia (ex-China),South Korea,10910665.1,18.6,428.6,0.735,6.8,synthetic,75.96,A,Evaluating,48820862.06,Corporate PPA,"10,910,665 MWh/yr; 81% decarbonization gap; grid 429 gCO2/kWh; evaluating (~7 mo to renewal); ESG pressure high.",High
SYN-006866,China Semiconductor Works 6866,Semiconductor,China,China,15711567.8,32.3,574.7,0.627,7.9,synthetic,75.93,A,Evaluating,52383938.2,Corporate PPA,"15,711,568 MWh/yr; 68% decarbonization gap; grid 575 gCO2/kWh; evaluating (~8 mo to renewal); ESG pressure medium.",Medium
