id,organization,sector,region,country,annual_consumption_mwh,current_renewable_pct,grid_carbon_intensity_gco2_kwh,esg_pressure,contract_renewal_months,data_quality,lead_score,tier,buying_stage,estimated_annual_opportunity_value,recommended_offering,rationale,esg_pressure_label
SYN-002137,Europe Metalworks 2137,Steel,Europe,Italy,27691623.6,23.6,249.6,0.835,12.4,synthetic,69.56,B,Evaluating,54696494.93,Battery Storage,"27,691,624 MWh/yr; 76% decarbonization gap; grid 250 gCO2/kWh; evaluating (~12 mo to renewal); ESG pressure high.",High
SYN-007827,China Wafer Fab 7827,Semiconductor,China,China,13218166.1,38.3,528.5,0.48,14.2,synthetic,69.56,B,Evaluating,41453490.71,Corporate PPA,"13,218,166 MWh/yr; 62% decarbonization gap; grid 528 gCO2/kWh; evaluating (~14 mo to renewal); ESG pressure medium.",Medium
SYN-003200,China Foundry 3200,Semiconductor,China,China,9521505.6,14.6,608.0,0.648,49.8,synthetic,69.55,B,Locked-in (long contract),37307163.24,Corporate PPA,"9,521,506 MWh/yr; 85% decarbonization gap; grid 608 gCO2/kWh; locked-in (long contract) (~50 mo to renewal); ESG pressure medium.",Medium
SYN-009474,China Cloud Campus 9474,Data Center / Hyperscaler,China,China,18171881.6,67.5,570.7,0.467,6.7,synthetic,69.55,B,Evaluating,50245252.62,Corporate PPA,"18,171,882 MWh/yr; 32% decarbonization gap; grid 571 gCO2/kWh; evaluating (~7 mo to renewal); ESG pressure medium.",Medium
SYN-005507,East Asia Hyperscale DC 5507,Data Center / Hyperscaler,East Asia (ex-China),South Korea,15986038.0,63.3,460.3,0.663,6.2,synthetic,69.54,B,Evaluating,47021332.17,Corporate PPA,"15,986,038 MWh/yr; 37% decarbonization gap; grid 460 gCO2/kWh; evaluating (~6 mo to renewal); ESG pressure high.",High
SYN-005608,India Aluminium Smelter 5608,Aluminium,India,India,55586948.0,42.5,781.8,0.374,34.5,synthetic,69.54,B,Early / Long Horizon,106032103.31,Corporate PPA,"55,586,948 MWh/yr; 58% decarbonization gap; grid 782 gCO2/kWh; early / long horizon (~34 mo to renewal); ESG pressure medium.",Medium
SYN-009527,China Petrochem Complex 9527,Chemicals,China,China,14902329.1,29.2,541.8,0.627,17.0,synthetic,69.54,B,Evaluating,37243900.89,Corporate PPA,"14,902,329 MWh/yr; 71% decarbonization gap; grid 542 gCO2/kWh; evaluating (~17 mo to renewal); ESG pressure medium.",Medium
SYN-000636,Europe Data Hub 0636,Data Center / Hyperscaler,Europe,France,7452418.4,32.1,237.0,0.839,5.1,synthetic,69.53,B,In Renewal Window,31686192.55,Corporate PPA,"7,452,418 MWh/yr; 68% decarbonization gap; grid 237 gCO2/kWh; in renewal window (~5 mo to renewal); ESG pressure high.",High
SYN-002320,East Asia Chemical Park 2320,Chemicals,East Asia (ex-China),South Korea,14095460.0,23.0,402.1,0.645,11.0,synthetic,69.53,B,Evaluating,37324778.08,Corporate PPA,"14,095,460 MWh/yr; 77% decarbonization gap; grid 402 gCO2/kWh; evaluating (~11 mo to renewal); ESG pressure medium.",Medium
SYN-008298,East Asia Hyperscale DC 8298,Data Center / Hyperscaler,East Asia (ex-China),Japan,10630769.4,39.9,447.6,0.757,17.6,synthetic,69.53,B,Evaluating,41717265.28,Corporate PPA,"10,630,769 MWh/yr; 60% decarbonization gap; grid 448 gCO2/kWh; evaluating (~18 mo to renewal); ESG pressure high.",High
SYN-001517,North America Refining Complex 1517,Oil & Gas,North America,United States,11097465.3,11.8,398.8,0.647,12.6,synthetic,69.52,B,Evaluating,28322950.94,Corporate PPA,"11,097,465 MWh/yr; 88% decarbonization gap; grid 399 gCO2/kWh; evaluating (~13 mo to renewal); ESG pressure medium.",Medium
SYN-001998,East Asia Alumina Refinery 1998,Aluminium,East Asia (ex-China),Taiwan,41117030.5,12.7,413.1,0.684,38.3,synthetic,69.52,B,Locked-in (long contract),104161773.37,Corporate PPA,"41,117,030 MWh/yr; 87% decarbonization gap; grid 413 gCO2/kWh; locked-in (long contract) (~38 mo to renewal); ESG pressure high.",High
SYN-002900,India Alumina Refinery 2900,Aluminium,India,India,54754935.0,40.8,720.8,0.452,39.0,synthetic,69.51,B,Locked-in (long contract),106399789.69,Corporate PPA,"54,754,935 MWh/yr; 59% decarbonization gap; grid 721 gCO2/kWh; locked-in (long contract) (~39 mo to renewal); ESG pressure medium.",Medium
SYN-004137,East Asia Wafer Fab 4137,Semiconductor,East Asia (ex-China),South Korea,16772834.4,45.6,415.0,0.793,15.5,synthetic,69.51,B,Evaluating,48560710.15,Corporate PPA,"16,772,834 MWh/yr; 54% decarbonization gap; grid 415 gCO2/kWh; evaluating (~16 mo to renewal); ESG pressure high.",High
SYN-004597,China Mining Operations 4597,Mining & Metals,China,China,10192196.6,9.3,647.3,0.574,32.1,synthetic,69.51,B,Early / Long Horizon,34132647.19,Corporate PPA,"10,192,197 MWh/yr; 91% decarbonization gap; grid 647 gCO2/kWh; early / long horizon (~32 mo to renewal); ESG pressure medium.",Medium
SYN-004680,India Cement Co 4680,Cement,India,India,3818379.3,19.4,763.5,0.361,2.3,synthetic,69.51,B,In Renewal Window,7830732.27,Corporate PPA,"3,818,379 MWh/yr; 81% decarbonization gap; grid 764 gCO2/kWh; in renewal window (~2 mo to renewal); ESG pressure medium.",Medium
SYN-006295,North America Steel Mill 6295,Steel,North America,Canada,18130405.8,8.5,390.5,0.59,17.9,synthetic,69.51,B,Evaluating,40739021.83,Corporate PPA,"18,130,406 MWh/yr; 92% decarbonization gap; grid 390 gCO2/kWh; evaluating (~18 mo to renewal); ESG pressure medium.",Medium
SYN-006871,Southeast Asia Aluminium Smelter 6871,Aluminium,Southeast Asia,Malaysia,38534392.4,21.7,461.4,0.377,22.4,synthetic,69.51,B,Early / Long Horizon,90336176.1,Corporate PPA,"38,534,392 MWh/yr; 78% decarbonization gap; grid 461 gCO2/kWh; early / long horizon (~22 mo to renewal); ESG pressure medium.",Medium
SYN-000449,Europe Specialty Chemicals 0449,Chemicals,Europe,United Kingdom,11372818.9,8.0,257.2,0.98,18.5,synthetic,69.5,B,Early / Long Horizon,34209439.25,Energy Efficiency Retrofit,"11,372,819 MWh/yr; 92% decarbonization gap; grid 257 gCO2/kWh; early / long horizon (~18 mo to renewal); ESG pressure high.",High
SYN-002899,Europe Steel Works 2899,Steel,Europe,Italy,17582199.9,19.7,223.9,0.839,6.5,synthetic,69.5,B,Evaluating,35962631.68,Decarbonization Advisory,"17,582,200 MWh/yr; 80% decarbonization gap; grid 224 gCO2/kWh; evaluating (~6 mo to renewal); ESG pressure high.",High
SYN-004324,China Petrochem Complex 4324,Chemicals,China,China,11074239.7,7.4,541.3,0.505,22.9,synthetic,69.5,B,Early / Long Horizon,33470782.07,Corporate PPA,"11,074,240 MWh/yr; 93% decarbonization gap; grid 541 gCO2/kWh; early / long horizon (~23 mo to renewal); ESG pressure medium.",Medium
SYN-000704,India Chemical Park 0704,Chemicals,India,India,2299836.1,15.8,722.9,0.541,7.3,synthetic,69.49,B,Evaluating,6487377.67,Corporate PPA,"2,299,836 MWh/yr; 84% decarbonization gap; grid 723 gCO2/kWh; evaluating (~7 mo to renewal); ESG pressure medium.",Medium
SYN-009517,East Asia Petrochem Complex 9517,Chemicals,East Asia (ex-China),Japan,5479353.1,11.2,454.9,0.798,13.2,synthetic,69.49,B,Evaluating,16061079.81,Corporate PPA,"5,479,353 MWh/yr; 89% decarbonization gap; grid 455 gCO2/kWh; evaluating (~13 mo to renewal); ESG pressure high.",High
SYN-009746,North America Refining Complex 9746,Oil & Gas,North America,United States,13688669.1,5.8,368.5,0.712,19.9,synthetic,69.49,B,Early / Long Horizon,36660993.58,Corporate PPA,"13,688,669 MWh/yr; 94% decarbonization gap; grid 368 gCO2/kWh; early / long horizon (~20 mo to renewal); ESG pressure high.",High
SYN-001354,Southeast Asia Steel Works 1354,Steel,Southeast Asia,Vietnam,18831259.7,9.9,561.5,0.355,22.0,synthetic,69.48,B,Early / Long Horizon,41839292.8,Corporate PPA,"18,831,260 MWh/yr; 90% decarbonization gap; grid 562 gCO2/kWh; early / long horizon (~22 mo to renewal); ESG pressure medium.",Medium
SYN-002566,China Steel Works 2566,Steel,China,China,18355785.2,8.9,645.6,0.536,34.2,synthetic,69.48,B,Early / Long Horizon,41113287.69,Corporate PPA,"18,355,785 MWh/yr; 91% decarbonization gap; grid 646 gCO2/kWh; early / long horizon (~34 mo to renewal); ESG pressure medium.",Medium
SYN-004925,Oceania Specialty Chemicals 4925,Chemicals,Oceania,New Zealand,9831689.3,15.4,404.4,0.684,12.1,synthetic,69.48,B,Evaluating,27827613.39,Corporate PPA,"9,831,689 MWh/yr; 85% decarbonization gap; grid 404 gCO2/kWh; evaluating (~12 mo to renewal); ESG pressure high.",High
SYN-006232,North America Hyperscale DC 6232,Data Center / Hyperscaler,North America,United States,7142724.4,42.2,368.5,0.734,3.8,synthetic,69.48,B,In Renewal Window,27339491.91,Corporate PPA,"7,142,724 MWh/yr; 58% decarbonization gap; grid 368 gCO2/kWh; in renewal window (~4 mo to renewal); ESG pressure high.",High
SYN-007103,China Steel Works 7103,Steel,China,China,27237824.8,17.1,625.9,0.614,45.0,synthetic,69.48,B,Locked-in (long contract),56986977.05,Corporate PPA,"27,237,825 MWh/yr; 83% decarbonization gap; grid 626 gCO2/kWh; locked-in (long contract) (~45 mo to renewal); ESG pressure medium.",Medium
SYN-009182,China Specialty Chemicals 9182,Chemicals,China,China,18161292.7,23.8,592.8,0.572,25.6,synthetic,69.48,B,Early / Long Horizon,47742406.25,Corporate PPA,"18,161,293 MWh/yr; 76% decarbonization gap; grid 593 gCO2/kWh; early / long horizon (~26 mo to renewal); ESG pressure medium.",Medium
SYN-000119,India Vehicle Assembly 0119,Automotive Manufacturing,India,India,3513444.8,24.7,637.2,0.463,8.6,synthetic,69.47,B,Evaluating,12595348.26,Corporate PPA,"3,513,445 MWh/yr; 75% decarbonization gap; grid 637 gCO2/kWh; evaluating (~9 mo to renewal); ESG pressure medium.",Medium
SYN-000149,Oceania Gas Processing 0149,Oil & Gas,Oceania,Australia,11347067.9,4.1,430.4,0.798,25.4,synthetic,69.47,B,Early / Long Horizon,30794807.57,Corporate PPA,"11,347,068 MWh/yr; 96% decarbonization gap; grid 430 gCO2/kWh; early / long horizon (~25 mo to renewal); ESG pressure high.",High
SYN-001120,Southeast Asia Light Metals 1120,Aluminium,Southeast Asia,Thailand,40149292.1,44.2,496.5,0.441,12.9,synthetic,69.47,B,Evaluating,75151444.95,Corporate PPA,"40,149,292 MWh/yr; 56% decarbonization gap; grid 496 gCO2/kWh; evaluating (~13 mo to renewal); ESG pressure medium.",Medium
SYN-001151,China Data Hub 1151,Data Center / Hyperscaler,China,China,3981307.6,27.9,613.5,0.549,15.5,synthetic,69.47,B,Evaluating,17630026.31,Corporate PPA,"3,981,308 MWh/yr; 72% decarbonization gap; grid 614 gCO2/kWh; evaluating (~16 mo to renewal); ESG pressure medium.",Medium
SYN-004032,North America Metalworks 4032,Steel,North America,United States,12613800.0,7.5,349.7,0.652,12.3,synthetic,69.47,B,Evaluating,28570257.0,Decarbonization Advisory,"12,613,800 MWh/yr; 92% decarbonization gap; grid 350 gCO2/kWh; evaluating (~12 mo to renewal); ESG pressure medium.",Medium
SYN-005671,Europe Commerce Network 5671,Retail / E-commerce,Europe,Poland,4397216.7,17.0,243.9,0.831,5.4,synthetic,69.47,B,In Renewal Window,19950172.17,On-site Solar,"4,397,217 MWh/yr; 83% decarbonization gap; grid 244 gCO2/kWh; in renewal window (~5 mo to renewal); ESG pressure high.",High
SYN-009149,Europe Steel Works 9149,Steel,Europe,Italy,10665615.6,11.3,266.0,0.831,7.2,synthetic,69.47,B,Evaluating,23428091.23,Decarbonization Advisory,"10,665,616 MWh/yr; 89% decarbonization gap; grid 266 gCO2/kWh; evaluating (~7 mo to renewal); ESG pressure high.",High
SYN-003382,North America Data Hub 3382,Data Center / Hyperscaler,North America,Mexico,7239348.8,29.7,366.6,0.659,9.7,synthetic,69.46,B,Evaluating,31509989.59,Corporate PPA,"7,239,349 MWh/yr; 70% decarbonization gap; grid 367 gCO2/kWh; evaluating (~10 mo to renewal); ESG pressure medium.",Medium
SYN-003498,China Mining Operations 3498,Mining & Metals,China,China,14548222.4,26.9,611.2,0.457,19.7,synthetic,69.46,B,Early / Long Horizon,41807226.71,Corporate PPA,"14,548,222 MWh/yr; 73% decarbonization gap; grid 611 gCO2/kWh; early / long horizon (~20 mo to renewal); ESG pressure medium.",Medium
SYN-004418,China Chemical Park 4418,Chemicals,China,China,5078957.1,12.2,642.0,0.48,14.2,synthetic,69.46,B,Evaluating,14765544.08,Corporate PPA,"5,078,957 MWh/yr; 88% decarbonization gap; grid 642 gCO2/kWh; evaluating (~14 mo to renewal); ESG pressure medium.",Medium
SYN-002086,North America Mineral Resources 2086,Mining & Metals,North America,Canada,7536563.9,17.5,342.0,0.645,0.8,synthetic,69.45,B,In Renewal Window,23570603.6,Energy Efficiency Retrofit,"7,536,564 MWh/yr; 82% decarbonization gap; grid 342 gCO2/kWh; in renewal window (~1 mo to renewal); ESG pressure medium.",Medium
SYN-003138,East Asia Data Hub 3138,Data Center / Hyperscaler,East Asia (ex-China),Japan,11844403.2,53.6,423.4,0.752,8.6,synthetic,69.45,B,Evaluating,39664537.44,Corporate PPA,"11,844,403 MWh/yr; 46% decarbonization gap; grid 423 gCO2/kWh; evaluating (~9 mo to renewal); ESG pressure high.",High
SYN-005258,China Petrochem Complex 5258,Chemicals,China,China,15249931.9,18.9,592.3,0.538,25.1,synthetic,69.45,B,Early / Long Horizon,41882412.97,Corporate PPA,"15,249,932 MWh/yr; 81% decarbonization gap; grid 592 gCO2/kWh; early / long horizon (~25 mo to renewal); ESG pressure medium.",Medium
SYN-005765,Europe Petrochem Complex 5765,Chemicals,Europe,United Kingdom,14449685.7,33.4,246.0,0.971,4.5,synthetic,69.45,B,In Renewal Window,34656126.18,Energy Efficiency Retrofit,"14,449,686 MWh/yr; 67% decarbonization gap; grid 246 gCO2/kWh; in renewal window (~4 mo to renewal); ESG pressure high.",High
SYN-007964,Africa Metalworks 7964,Steel,Africa,South Africa,14159668.1,3.0,444.7,0.391,15.2,synthetic,69.45,B,Evaluating,33218581.36,Corporate PPA,"14,159,668 MWh/yr; 97% decarbonization gap; grid 445 gCO2/kWh; evaluating (~15 mo to renewal); ESG pressure medium.",Medium
SYN-008978,China Specialty Chemicals 8978,Chemicals,China,China,13623079.0,10.9,520.5,0.597,25.5,synthetic,69.45,B,Early / Long Horizon,40030055.33,Corporate PPA,"13,623,079 MWh/yr; 89% decarbonization gap; grid 520 gCO2/kWh; early / long horizon (~26 mo to renewal); ESG pressure medium.",Medium
SYN-004803,East Asia Hyperscale DC 4803,Data Center / Hyperscaler,East Asia (ex-China),Taiwan,7739426.7,42.1,411.4,0.738,8.4,synthetic,69.44,B,Evaluating,29655935.23,Corporate PPA,"7,739,427 MWh/yr; 58% decarbonization gap; grid 411 gCO2/kWh; evaluating (~8 mo to renewal); ESG pressure high.",High
SYN-005072,China Mobile Operator 5072,Telecom,China,China,4322657.3,29.3,610.5,0.601,13.5,synthetic,69.44,B,Evaluating,16189216.12,Corporate PPA,"4,322,657 MWh/yr; 71% decarbonization gap; grid 610 gCO2/kWh; evaluating (~14 mo to renewal); ESG pressure medium.",Medium
SYN-006325,India Aluminium Smelter 6325,Aluminium,India,India,52109204.0,54.4,686.5,0.474,24.8,synthetic,69.44,B,Early / Long Horizon,86376216.55,Battery Storage,"52,109,204 MWh/yr; 46% decarbonization gap; grid 686 gCO2/kWh; early / long horizon (~25 mo to renewal); ESG pressure medium.",Medium
SYN-006478,China Retail Group 6478,Retail / E-commerce,China,China,8802145.9,24.6,568.1,0.464,22.0,synthetic,69.43,B,Early / Long Horizon,37326379.9,Corporate PPA,"8,802,146 MWh/yr; 75% decarbonization gap; grid 568 gCO2/kWh; early / long horizon (~22 mo to renewal); ESG pressure medium.",Medium
SYN-002396,Africa Upstream Operations 2396,Oil & Gas,Africa,Egypt,4397758.5,4.8,540.3,0.379,4.5,synthetic,69.42,B,In Renewal Window,11870429.74,Corporate PPA,"4,397,758 MWh/yr; 95% decarbonization gap; grid 540 gCO2/kWh; in renewal window (~4 mo to renewal); ESG pressure medium.",Medium
SYN-007101,North America Alumina Refinery 7101,Aluminium,North America,United States,28065109.8,34.3,368.2,0.601,10.3,synthetic,69.42,B,Evaluating,58367008.85,Corporate PPA,"28,065,110 MWh/yr; 66% decarbonization gap; grid 368 gCO2/kWh; evaluating (~10 mo to renewal); ESG pressure medium.",Medium
REAL-0070,Shell (Operations),Oil & Gas,Europe,United Kingdom,16000000.0,20.0,250.0,0.9,11.0,public-estimate,69.41,B,Evaluating,38080000.0,Battery Storage,"16,000,000 MWh/yr; 80% decarbonization gap; grid 250 gCO2/kWh; evaluating (~11 mo to renewal); ESG pressure high.",High
SYN-005501,East Asia Foundry 5501,Semiconductor,East Asia (ex-China),Japan,8472163.9,51.4,490.4,0.789,6.7,synthetic,69.41,B,Evaluating,22907036.75,Corporate PPA,"8,472,164 MWh/yr; 49% decarbonization gap; grid 490 gCO2/kWh; evaluating (~7 mo to renewal); ESG pressure high.",High
SYN-005906,China Steel Mill 5906,Steel,China,China,8173838.9,23.2,586.7,0.558,9.1,synthetic,69.41,B,Evaluating,16203818.24,Corporate PPA,"8,173,839 MWh/yr; 77% decarbonization gap; grid 587 gCO2/kWh; evaluating (~9 mo to renewal); ESG pressure medium.",Medium
SYN-007551,Europe Retail Group 7551,Retail / E-commerce,Europe,Sweden,5805483.4,31.1,278.2,0.995,8.4,synthetic,69.41,B,Evaluating,23147042.86,On-site Solar,"5,805,483 MWh/yr; 69% decarbonization gap; grid 278 gCO2/kWh; evaluating (~8 mo to renewal); ESG pressure high.",High
SYN-009197,East Asia Foundry 9197,Semiconductor,East Asia (ex-China),Taiwan,16992597.2,23.1,467.9,0.732,32.6,synthetic,69.41,B,Early / Long Horizon,61813970.83,Corporate PPA,"16,992,597 MWh/yr; 77% decarbonization gap; grid 468 gCO2/kWh; early / long horizon (~33 mo to renewal); ESG pressure high.",High
SYN-000269,Europe Petrochem Complex 0269,Chemicals,Europe,France,11723515.3,9.2,238.2,0.851,12.9,synthetic,69.4,B,Evaluating,34926696.78,Energy Efficiency Retrofit,"11,723,515 MWh/yr; 91% decarbonization gap; grid 238 gCO2/kWh; evaluating (~13 mo to renewal); ESG pressure high.",High
SYN-001018,Africa Data Hub 1018,Data Center / Hyperscaler,Africa,South Africa,14847512.4,47.2,503.9,0.353,9.0,synthetic,69.4,B,Evaluating,53712360.86,Corporate PPA,"14,847,512 MWh/yr; 53% decarbonization gap; grid 504 gCO2/kWh; evaluating (~9 mo to renewal); ESG pressure medium.",Medium
SYN-004109,India Data Hub 4109,Data Center / Hyperscaler,India,India,14273032.8,29.6,721.9,0.371,50.8,synthetic,69.4,B,Locked-in (long contract),62184749.3,Corporate PPA,"14,273,033 MWh/yr; 70% decarbonization gap; grid 722 gCO2/kWh; locked-in (long contract) (~51 mo to renewal); ESG pressure medium.",Medium
SYN-007279,China Chemical Park 7279,Chemicals,China,China,13644978.7,11.6,578.6,0.502,26.2,synthetic,69.4,B,Early / Long Horizon,39865169.77,Corporate PPA,"13,644,979 MWh/yr; 88% decarbonization gap; grid 579 gCO2/kWh; early / long horizon (~26 mo to renewal); ESG pressure medium.",Medium
SYN-000131,China Semiconductor Works 0131,Semiconductor,China,China,19109702.1,28.4,616.6,0.565,38.0,synthetic,69.39,B,Locked-in (long contract),66173076.43,Corporate PPA,"19,109,702 MWh/yr; 72% decarbonization gap; grid 617 gCO2/kWh; locked-in (long contract) (~38 mo to renewal); ESG pressure medium.",Medium
SYN-007167,China Steel Works 7167,Steel,China,China,16394988.7,24.0,648.4,0.594,24.9,synthetic,69.39,B,Early / Long Horizon,32265337.76,Corporate PPA,"16,394,989 MWh/yr; 76% decarbonization gap; grid 648 gCO2/kWh; early / long horizon (~25 mo to renewal); ESG pressure medium.",Medium
SYN-008112,Europe Upstream Operations 8112,Oil & Gas,Europe,Germany,21592364.2,27.3,224.8,0.84,7.1,synthetic,69.39,B,Evaluating,48079717.36,Battery Storage,"21,592,364 MWh/yr; 73% decarbonization gap; grid 225 gCO2/kWh; evaluating (~7 mo to renewal); ESG pressure high.",High
SYN-008205,China Mineral Resources 8205,Mining & Metals,China,China,6383037.9,13.4,559.3,0.584,16.7,synthetic,69.39,B,Evaluating,20669553.33,Corporate PPA,"6,383,038 MWh/yr; 87% decarbonization gap; grid 559 gCO2/kWh; evaluating (~17 mo to renewal); ESG pressure medium.",Medium
SYN-008801,Europe Specialty Chemicals 8801,Chemicals,Europe,France,12419319.3,10.5,233.4,0.98,16.9,synthetic,69.39,B,Evaluating,36612153.3,Energy Efficiency Retrofit,"12,419,319 MWh/yr; 90% decarbonization gap; grid 233 gCO2/kWh; evaluating (~17 mo to renewal); ESG pressure high.",High
SYN-009573,Europe Chemical Park 9573,Chemicals,Europe,United Kingdom,20487275.3,16.9,270.6,0.902,20.4,synthetic,69.39,B,Early / Long Horizon,57249642.1,Energy Efficiency Retrofit,"20,487,275 MWh/yr; 83% decarbonization gap; grid 271 gCO2/kWh; early / long horizon (~20 mo to renewal); ESG pressure high.",High
SYN-001471,China Petrochem Complex 1471,Chemicals,China,China,6478633.5,14.8,565.9,0.595,14.9,synthetic,69.38,B,Evaluating,18430416.58,Corporate PPA,"6,478,634 MWh/yr; 85% decarbonization gap; grid 566 gCO2/kWh; evaluating (~15 mo to renewal); ESG pressure medium.",Medium
SYN-002442,China Light Metals 2442,Aluminium,China,China,15092299.9,13.4,585.5,0.535,27.9,synthetic,69.38,B,Early / Long Horizon,38011466.53,Corporate PPA,"15,092,300 MWh/yr; 87% decarbonization gap; grid 586 gCO2/kWh; early / long horizon (~28 mo to renewal); ESG pressure medium.",Medium
SYN-005864,North America Commerce Network 5864,Retail / E-commerce,North America,Canada,6230945.9,24.0,368.4,0.63,8.6,synthetic,69.38,B,Evaluating,26568753.32,Corporate PPA,"6,230,946 MWh/yr; 76% decarbonization gap; grid 368 gCO2/kWh; evaluating (~9 mo to renewal); ESG pressure medium.",Medium
SYN-008864,China Steel Mill 8864,Steel,China,China,27472943.4,11.6,569.9,0.61,38.4,synthetic,69.38,B,Locked-in (long contract),60198713.58,Corporate PPA,"27,472,943 MWh/yr; 88% decarbonization gap; grid 570 gCO2/kWh; locked-in (long contract) (~38 mo to renewal); ESG pressure medium.",Medium
SYN-000727,Europe Petrochem Complex 0727,Chemicals,Europe,Poland,8662447.4,21.3,268.6,0.908,4.4,synthetic,69.37,B,In Renewal Window,23291588.57,Energy Efficiency Retrofit,"8,662,447 MWh/yr; 79% decarbonization gap; grid 269 gCO2/kWh; in renewal window (~4 mo to renewal); ESG pressure high.",High
SYN-004226,China Connectivity Group 4226,Telecom,China,China,7187164.2,18.8,591.8,0.545,25.3,synthetic,69.37,B,Early / Long Horizon,29634115.43,Corporate PPA,"7,187,164 MWh/yr; 81% decarbonization gap; grid 592 gCO2/kWh; early / long horizon (~25 mo to renewal); ESG pressure medium.",Medium
SYN-003127,China Data Hub 3127,Data Center / Hyperscaler,China,China,12203002.2,23.4,570.7,0.64,38.2,synthetic,69.36,B,Locked-in (long contract),56343701.76,Corporate PPA,"12,203,002 MWh/yr; 77% decarbonization gap; grid 571 gCO2/kWh; locked-in (long contract) (~38 mo to renewal); ESG pressure medium.",Medium
SYN-003681,North America Metalworks 3681,Steel,North America,United States,14982910.6,3.9,349.7,0.629,16.9,synthetic,69.36,B,Evaluating,34907185.12,Decarbonization Advisory,"14,982,911 MWh/yr; 96% decarbonization gap; grid 350 gCO2/kWh; evaluating (~17 mo to renewal); ESG pressure medium.",Medium
SYN-005434,North America Refining Complex 5434,Oil & Gas,North America,Mexico,17340941.0,12.0,381.8,0.57,16.1,synthetic,69.36,B,Evaluating,44184717.67,Corporate PPA,"17,340,941 MWh/yr; 88% decarbonization gap; grid 382 gCO2/kWh; evaluating (~16 mo to renewal); ESG pressure medium.",Medium
SYN-007895,India Steel Mill 7895,Steel,India,India,8292131.4,16.0,666.7,0.449,16.3,synthetic,69.36,B,Evaluating,17512981.52,Corporate PPA,"8,292,131 MWh/yr; 84% decarbonization gap; grid 667 gCO2/kWh; evaluating (~16 mo to renewal); ESG pressure medium.",Medium
SYN-007922,East Asia Data Hub 7922,Data Center / Hyperscaler,East Asia (ex-China),Japan,12791891.5,21.0,442.8,0.644,29.4,synthetic,69.36,B,Early / Long Horizon,60352144.1,Corporate PPA,"12,791,892 MWh/yr; 79% decarbonization gap; grid 443 gCO2/kWh; early / long horizon (~29 mo to renewal); ESG pressure medium.",Medium
SYN-009051,Europe Semiconductor Works 9051,Semiconductor,Europe,Germany,8548617.5,39.3,276.7,0.932,4.6,synthetic,69.36,B,In Renewal Window,26527214.96,Corporate PPA,"8,548,618 MWh/yr; 61% decarbonization gap; grid 277 gCO2/kWh; in renewal window (~5 mo to renewal); ESG pressure high.",High
SYN-004168,East Asia Foundry 4168,Semiconductor,East Asia (ex-China),South Korea,10903563.2,19.6,502.4,0.705,29.9,synthetic,69.34,B,Early / Long Horizon,40923253.4,Corporate PPA,"10,903,563 MWh/yr; 80% decarbonization gap; grid 502 gCO2/kWh; early / long horizon (~30 mo to renewal); ESG pressure high.",High
SYN-004371,Middle East Chemical Park 4371,Chemicals,Middle East,United Arab Emirates,15953483.2,12.9,497.8,0.337,16.8,synthetic,69.34,B,Evaluating,46111947.84,Corporate PPA,"15,953,483 MWh/yr; 87% decarbonization gap; grid 498 gCO2/kWh; evaluating (~17 mo to renewal); ESG pressure medium.",Medium
SYN-008420,China Mineral Resources 8420,Mining & Metals,China,China,9257324.5,30.9,548.5,0.585,10.3,synthetic,69.34,B,Evaluating,25602982.37,Corporate PPA,"9,257,324 MWh/yr; 69% decarbonization gap; grid 548 gCO2/kWh; evaluating (~10 mo to renewal); ESG pressure medium.",Medium
SYN-006395,North America Foundry 6395,Semiconductor,North America,Mexico,8370466.3,15.3,407.0,0.703,21.9,synthetic,69.33,B,Early / Long Horizon,32603803.29,Corporate PPA,"8,370,466 MWh/yr; 85% decarbonization gap; grid 407 gCO2/kWh; early / long horizon (~22 mo to renewal); ESG pressure high.",High
SYN-007307,China Alumina Refinery 7307,Aluminium,China,China,46886073.4,38.8,607.8,0.566,31.3,synthetic,69.33,B,Early / Long Horizon,93078232.91,Corporate PPA,"46,886,073 MWh/yr; 61% decarbonization gap; grid 608 gCO2/kWh; early / long horizon (~31 mo to renewal); ESG pressure medium.",Medium
SYN-007874,Europe Cloud Campus 7874,Data Center / Hyperscaler,Europe,Spain,10978856.8,34.2,230.3,0.955,13.7,synthetic,69.33,B,Evaluating,45711568.17,Corporate PPA,"10,978,857 MWh/yr; 66% decarbonization gap; grid 230 gCO2/kWh; evaluating (~14 mo to renewal); ESG pressure high.",High
SYN-001156,India Petrochem Complex 1156,Chemicals,India,India,8265945.6,13.7,632.8,0.468,20.1,synthetic,69.32,B,Early / Long Horizon,23733183.01,Corporate PPA,"8,265,946 MWh/yr; 86% decarbonization gap; grid 633 gCO2/kWh; early / long horizon (~20 mo to renewal); ESG pressure medium.",Medium
SYN-004074,China Retail Group 4074,Retail / E-commerce,China,China,6484748.0,32.0,583.3,0.592,18.1,synthetic,69.32,B,Early / Long Horizon,25627724.1,Corporate PPA,"6,484,748 MWh/yr; 68% decarbonization gap; grid 583 gCO2/kWh; early / long horizon (~18 mo to renewal); ESG pressure medium.",Medium
